Id,Predicted
292,neutral
293,neutral
294,neutral
295,neutral
296,non-neutral
297,neutral
298,neutral
299,neutral
300,neutral
301,sadness
302,neutral
303,neutral
304,neutral
305,surprise
306,surprise
307,non-neutral
308,non-neutral
309,neutral
310,neutral
311,joy
312,neutral
313,neutral
314,neutral
315,neutral
316,surprise
317,neutral
318,surprise
319,neutral
320,neutral
321,surprise
322,non-neutral
323,neutral
324,neutral
325,joy
326,anger
327,neutral
328,neutral
329,non-neutral
330,neutral
331,neutral
332,non-neutral
333,non-neutral
334,neutral
335,surprise
336,neutral
337,neutral
338,surprise
339,neutral
340,neutral
341,neutral
342,neutral
343,surprise
344,joy
345,joy
346,joy
347,non-neutral
348,neutral
349,surprise
350,neutral
351,neutral
352,sadness
353,surprise
354,neutral
355,neutral
356,surprise
357,surprise
358,surprise
359,neutral
360,neutral
361,surprise
362,neutral
363,joy
364,neutral
365,neutral
366,surprise
367,neutral
368,neutral
369,neutral
370,neutral
371,non-neutral
372,joy
373,neutral
374,neutral
375,neutral
376,joy
377,neutral
378,joy
379,joy
380,joy
381,neutral
382,neutral
383,joy
384,joy
385,neutral
386,surprise
387,neutral
388,surprise
389,neutral
390,neutral
391,non-neutral
392,non-neutral
393,non-neutral
394,non-neutral
395,surprise
396,non-neutral
397,neutral
398,surprise
399,non-neutral
400,non-neutral
401,neutral
402,non-neutral
403,non-neutral
404,surprise
405,non-neutral
406,non-neutral
407,non-neutral
408,surprise
409,non-neutral
410,surprise
411,surprise
412,non-neutral
413,non-neutral
414,neutral
415,neutral
416,non-neutral
417,sadness
418,neutral
419,neutral
420,neutral
421,neutral
422,neutral
423,surprise
424,neutral
425,neutral
426,joy
427,neutral
428,non-neutral
429,neutral
430,surprise
431,neutral
432,neutral
433,neutral
434,surprise
435,neutral
436,neutral
437,neutral
438,neutral
439,neutral
440,surprise
441,neutral
442,non-neutral
443,neutral
444,non-neutral
445,joy
446,surprise
447,neutral
448,non-neutral
449,neutral
450,neutral
451,neutral
452,neutral
453,surprise
454,neutral
455,neutral
456,neutral
457,non-neutral
458,neutral
459,joy
460,joy
461,non-neutral
462,surprise
463,neutral
464,joy
465,non-neutral
466,non-neutral
467,neutral
468,neutral
469,neutral
470,non-neutral
471,neutral
472,surprise
473,non-neutral
474,surprise
475,non-neutral
476,non-neutral
477,joy
478,surprise
479,neutral
480,surprise
481,surprise
482,non-neutral
483,neutral
484,joy
485,neutral
486,neutral
487,neutral
488,joy
489,neutral
490,neutral
491,joy
492,surprise
493,surprise
494,non-neutral
495,non-neutral
496,non-neutral
497,joy
498,joy
499,neutral
500,neutral
501,neutral
502,joy
503,neutral
504,neutral
505,surprise
506,non-neutral
507,neutral
508,neutral
509,neutral
510,joy
511,non-neutral
512,neutral
513,neutral
514,non-neutral
515,surprise
516,neutral
517,joy
518,surprise
519,neutral
520,neutral
521,surprise
522,neutral
523,neutral
524,neutral
525,surprise
526,surprise
527,neutral
528,neutral
529,neutral
530,neutral
531,neutral
532,neutral
533,neutral
534,surprise
535,joy
536,neutral
537,neutral
538,joy
539,neutral
540,surprise
541,joy
542,neutral
543,neutral
544,joy
545,surprise
546,neutral
547,joy
548,neutral
549,joy
550,neutral
551,surprise
552,non-neutral
553,joy
554,joy
555,non-neutral
556,non-neutral
557,neutral
558,surprise
559,surprise
560,non-neutral
561,neutral
562,surprise
563,surprise
564,joy
565,non-neutral
566,joy
567,surprise
568,neutral
569,joy
570,neutral
571,neutral
572,neutral
573,joy
574,surprise
575,neutral
576,surprise
577,neutral
578,surprise
579,surprise
580,neutral
581,joy
582,joy
583,joy
584,surprise
585,neutral
586,surprise
587,neutral
588,neutral
589,neutral
590,surprise
591,surprise
592,neutral
593,surprise
594,non-neutral
595,non-neutral
596,joy
597,joy
598,anger
599,non-neutral
600,neutral
601,non-neutral
602,neutral
603,joy
604,neutral
605,surprise
606,non-neutral
607,non-neutral
608,neutral
609,non-neutral
610,neutral
611,neutral
612,non-neutral
613,neutral
614,surprise
615,neutral
616,neutral
617,neutral
618,joy
619,neutral
620,neutral
621,joy
622,non-neutral
623,joy
624,neutral
625,neutral
626,neutral
627,neutral
628,joy
629,neutral
630,neutral
631,neutral
632,non-neutral
633,surprise
634,joy
635,neutral
636,neutral
637,neutral
638,neutral
639,joy
640,joy
641,non-neutral
642,surprise
643,neutral
644,neutral
645,surprise
646,neutral
647,joy
648,neutral
649,non-neutral
650,neutral
651,neutral
652,non-neutral
653,neutral
654,joy
655,neutral
656,surprise
657,neutral
658,joy
659,surprise
660,neutral
661,surprise
662,anger
663,neutral
664,surprise
665,neutral
666,joy
667,neutral
668,joy
669,surprise
670,non-neutral
671,non-neutral
672,neutral
673,neutral
674,surprise
675,neutral
676,non-neutral
677,neutral
678,neutral
679,neutral
680,surprise
681,joy
682,surprise
683,surprise
684,surprise
685,surprise
686,surprise
687,non-neutral
688,neutral
689,neutral
690,neutral
691,neutral
692,non-neutral
693,non-neutral
694,surprise
695,neutral
696,neutral
697,surprise
698,surprise
699,neutral
700,neutral
701,neutral
702,joy
703,neutral
704,neutral
705,neutral
706,neutral
707,neutral
708,neutral
709,non-neutral
710,neutral
711,non-neutral
712,neutral
713,neutral
714,surprise
715,surprise
716,neutral
717,neutral
718,joy
719,neutral
720,surprise
721,non-neutral
722,neutral
723,non-neutral
724,surprise
725,surprise
726,surprise
727,surprise
728,surprise
729,non-neutral
730,neutral
731,neutral
732,neutral
733,neutral
734,surprise
735,neutral
736,surprise
737,neutral
738,neutral
739,surprise
740,neutral
741,neutral
742,neutral
743,joy
744,joy
745,neutral
746,surprise
747,neutral
748,surprise
749,non-neutral
750,surprise
751,non-neutral
752,neutral
753,surprise
754,non-neutral
755,neutral
756,neutral
757,neutral
758,neutral
759,anger
760,neutral
761,joy
762,neutral
763,neutral
764,joy
765,neutral
766,neutral
767,neutral
768,neutral
769,joy
770,neutral
771,neutral
772,non-neutral
773,surprise
774,surprise
775,non-neutral
776,neutral
777,surprise
778,neutral
779,surprise
780,neutral
781,joy
782,neutral
783,neutral
784,neutral
785,non-neutral
786,anger
787,surprise
788,anger
789,surprise
790,neutral
791,neutral
792,joy
793,neutral
794,surprise
795,non-neutral
796,joy
797,neutral
798,surprise
799,joy
800,surprise
801,non-neutral
802,sadness
803,anger
804,neutral
805,surprise
806,neutral
807,neutral
808,surprise
809,surprise
810,neutral
811,surprise
812,surprise
813,non-neutral
814,neutral
815,neutral
816,non-neutral
817,neutral
818,neutral
819,neutral
820,neutral
821,neutral
822,surprise
823,neutral
824,joy
825,non-neutral
826,neutral
827,joy
828,joy
829,joy
830,neutral
831,neutral
832,neutral
833,neutral
834,surprise
835,non-neutral
836,sadness
837,sadness
838,neutral
839,neutral
840,neutral
841,neutral
842,non-neutral
843,joy
844,neutral
845,neutral
846,non-neutral
847,surprise
848,neutral
849,neutral
850,surprise
851,joy
852,neutral
853,neutral
854,neutral
855,anger
856,joy
857,neutral
858,joy
859,neutral
860,neutral
861,neutral
862,neutral
863,neutral
864,surprise
865,anger
866,neutral
867,non-neutral
868,neutral
869,neutral
870,non-neutral
871,surprise
872,neutral
873,non-neutral
874,non-neutral
875,surprise
876,neutral
877,surprise
878,surprise
879,neutral
880,sadness
881,surprise
882,neutral
883,joy
884,neutral
885,neutral
886,neutral
887,surprise
888,neutral
889,neutral
890,neutral
891,joy
892,joy
893,neutral
894,neutral
895,surprise
896,non-neutral
897,neutral
898,neutral
899,neutral
900,non-neutral
901,neutral
902,joy
903,joy
904,joy
905,surprise
906,surprise
907,surprise
908,non-neutral
909,neutral
910,neutral
911,neutral
912,joy
913,non-neutral
914,joy
915,neutral
916,joy
917,joy
918,surprise
919,surprise
920,neutral
921,surprise
922,surprise
923,surprise
924,non-neutral
925,neutral
926,surprise
927,surprise
928,neutral
929,neutral
930,neutral
931,joy
932,surprise
933,neutral
934,joy
935,surprise
936,non-neutral
937,non-neutral
938,neutral
939,surprise
940,neutral
941,sadness
942,neutral
943,anger
944,non-neutral
945,neutral
946,non-neutral
947,neutral
948,neutral
949,non-neutral
950,surprise
951,non-neutral
952,surprise
953,surprise
954,neutral
955,neutral
956,non-neutral
957,surprise
958,non-neutral
959,non-neutral
960,neutral
961,non-neutral
962,surprise
963,surprise
964,neutral
965,joy
966,surprise
967,surprise
968,surprise
969,joy
970,joy
971,non-neutral
972,surprise
973,neutral
974,neutral
975,neutral
976,non-neutral
977,neutral
978,neutral
979,neutral
980,neutral
981,joy
982,neutral
983,neutral
984,neutral
985,non-neutral
986,surprise
987,neutral
988,neutral
989,neutral
990,neutral
991,joy
992,surprise
993,neutral
994,neutral
995,non-neutral
996,neutral
997,surprise
998,neutral
999,neutral
1000,neutral
1001,neutral
1002,surprise
1003,neutral
1004,joy
1005,neutral
1006,neutral
1007,neutral
1008,non-neutral
1009,neutral
1010,neutral
1011,joy
1012,surprise
1013,surprise
1014,neutral
1015,surprise
1016,neutral
1017,surprise
1018,neutral
1019,surprise
1020,non-neutral
1021,neutral
1022,neutral
1023,neutral
1024,neutral
1025,neutral
1026,surprise
1027,neutral
1028,neutral
1029,joy
1030,neutral
1031,neutral
1032,non-neutral
1033,surprise
1034,neutral
1035,joy
1036,joy
1037,neutral
1038,neutral
1039,neutral
1040,joy
1041,neutral
1042,neutral
1043,neutral
1044,non-neutral
1045,surprise
1046,surprise
1047,joy
1048,non-neutral
1049,surprise
1050,neutral
1051,surprise
1052,surprise
1053,neutral
1054,neutral
1055,non-neutral
1056,non-neutral
1057,non-neutral
1058,non-neutral
1059,non-neutral
1060,neutral
1061,neutral
1062,surprise
1063,neutral
1064,joy
1065,joy
1066,joy
1067,surprise
1068,neutral
1069,neutral
1070,surprise
1071,surprise
1072,surprise
1073,neutral
1074,surprise
1075,surprise
1076,surprise
1077,non-neutral
1078,neutral
1079,neutral
1080,sadness
1081,neutral
1082,neutral
1083,neutral
1084,non-neutral
1085,neutral
1086,neutral
1087,neutral
1088,surprise
1089,non-neutral
1090,neutral
1091,joy
1092,surprise
1093,neutral
1094,neutral
1095,surprise
1096,neutral
1097,neutral
1098,neutral
1099,surprise
1100,sadness
1101,joy
1102,neutral
1103,neutral
1104,neutral
1105,neutral
1106,neutral
1107,neutral
1108,neutral
1109,neutral
1110,neutral
1111,sadness
1112,surprise
1113,joy
1114,surprise
1115,neutral
1116,non-neutral
1117,non-neutral
1118,neutral
1119,neutral
1120,neutral
1121,neutral
1122,neutral
1123,neutral
1124,neutral
1125,neutral
1126,neutral
1127,neutral
1128,neutral
1129,neutral
1130,neutral
1131,non-neutral
1132,joy
1133,neutral
1134,neutral
1135,non-neutral
1136,surprise
1137,surprise
1138,joy
1139,joy
1140,neutral
1141,neutral
1142,neutral
1143,neutral
1144,neutral
1145,surprise
1146,neutral
1147,surprise
1148,surprise
1149,surprise
1150,neutral
1151,non-neutral
1152,surprise
1153,neutral
1154,neutral
1155,joy
1156,joy
1157,surprise
1158,surprise
1159,joy
1160,joy
1161,neutral
1162,anger
1163,non-neutral
1164,sadness
1165,non-neutral
1166,surprise
1167,neutral
1168,anger
1169,surprise
1170,surprise
1171,non-neutral
1172,surprise
1173,neutral
1174,non-neutral
1175,neutral
1176,non-neutral
1177,neutral
1178,joy
1179,surprise
1180,non-neutral
1181,surprise
1182,neutral
1183,neutral
1184,neutral
1185,neutral
1186,neutral
1187,neutral
1188,surprise
1189,surprise
1190,joy
1191,joy
1192,non-neutral
1193,surprise
1194,joy
1195,neutral
1196,non-neutral
1197,neutral
1198,neutral
1199,neutral
1200,non-neutral
1201,neutral
1202,joy
1203,neutral
1204,non-neutral
1205,joy
1206,surprise
1207,non-neutral
1208,non-neutral
1209,neutral
1210,neutral
1211,surprise
1212,neutral
1213,joy
1214,neutral
1215,neutral
1216,joy
1217,joy
1218,non-neutral
1219,neutral
1220,joy
1221,neutral
1222,surprise
1223,non-neutral
1224,surprise
1225,neutral
1226,neutral
1227,joy
1228,sadness
1229,neutral
1230,neutral
1231,neutral
1232,surprise
1233,anger
1234,joy
1235,non-neutral
1236,surprise
1237,joy
1238,neutral
1239,joy
1240,joy
1241,neutral
1242,sadness
1243,neutral
1244,neutral
1245,non-neutral
1246,surprise
1247,surprise
1248,surprise
1249,surprise
1250,surprise
1251,neutral
1252,surprise
1253,non-neutral
1254,surprise
1255,surprise
1256,surprise
1257,neutral
1258,joy
1259,neutral
1260,neutral
1261,surprise
1262,non-neutral
1263,neutral
1264,joy
1265,joy
1266,surprise
1267,neutral
1268,surprise
1269,surprise
1270,neutral
1271,neutral
1272,neutral
1273,joy
1274,joy
1275,neutral
1276,joy
1277,neutral
1278,neutral
1279,surprise
1280,neutral
1281,surprise
1282,neutral
1283,surprise
1284,non-neutral
1285,non-neutral
1286,joy
1287,neutral
1288,neutral
1289,joy
1290,surprise
1291,non-neutral
1292,surprise
1293,neutral
1294,surprise
1295,surprise
1296,non-neutral
1297,neutral
1298,surprise
1299,neutral
1300,neutral
1301,joy
1302,neutral
1303,non-neutral
1304,neutral
1305,joy
1306,neutral
1307,surprise
1308,surprise
1309,surprise
1310,surprise
1311,neutral
1312,surprise
1313,joy
1314,non-neutral
1315,non-neutral
1316,surprise
1317,joy
1318,surprise
1319,neutral
1320,non-neutral
1321,joy
1322,anger
1323,neutral
1324,neutral
1325,sadness
1326,non-neutral
1327,non-neutral
1328,surprise
1329,neutral
1330,non-neutral
1331,neutral
1332,neutral
1333,neutral
1334,surprise
1335,non-neutral
1336,surprise
1337,neutral
1338,neutral
1339,neutral
1340,surprise
1341,neutral
1342,neutral
1343,surprise
1344,sadness
1345,joy
1346,surprise
1347,surprise
1348,surprise
1349,surprise
1350,joy
1351,neutral
1352,non-neutral
1353,surprise
1354,sadness
1355,surprise
1356,neutral
1357,neutral
1358,neutral
1359,neutral
1360,neutral
1361,surprise
1362,sadness
1363,neutral
1364,neutral
1365,neutral
1366,neutral
1367,surprise
1368,neutral
1369,non-neutral
1370,neutral
1371,surprise
1372,neutral
1373,neutral
1374,neutral
1375,joy
1376,surprise
1377,joy
1378,neutral
1379,neutral
1380,surprise
1381,neutral
1382,neutral
1383,surprise
1384,non-neutral
1385,neutral
1386,neutral
1387,neutral
1388,joy
1389,neutral
1390,neutral
1391,surprise
1392,non-neutral
1393,joy
1394,non-neutral
1395,neutral
1396,neutral
1397,neutral
1398,non-neutral
1399,neutral
1400,neutral
1401,neutral
1402,surprise
1403,neutral
1404,surprise
1405,non-neutral
1406,joy
1407,non-neutral
1408,neutral
1409,surprise
1410,non-neutral
1411,non-neutral
1412,joy
1413,surprise
1414,surprise
1415,joy
1416,anger
1417,surprise
1418,neutral
1419,surprise
1420,anger
1421,surprise
1422,neutral
1423,neutral
1424,neutral
1425,surprise
1426,surprise
1427,non-neutral
1428,sadness
1429,joy
1430,neutral
1431,surprise
1432,neutral
1433,joy
1434,surprise
1435,neutral
1436,neutral
1437,neutral
1438,surprise
1439,surprise
1440,surprise
1441,joy
1442,surprise
1443,neutral
1444,neutral
1445,neutral
1446,non-neutral
1447,neutral
1448,neutral
1449,neutral
1450,non-neutral
1451,neutral
1452,joy
1453,neutral
1454,neutral
1455,surprise
1456,non-neutral
1457,surprise
1458,neutral
1459,joy
1460,surprise
1461,non-neutral
1462,neutral
1463,anger
1464,non-neutral
1465,surprise
1466,neutral
1467,surprise
1468,surprise
1469,neutral
1470,neutral
1471,neutral
1472,neutral
1473,joy
1474,neutral
1475,neutral
1476,neutral
1477,neutral
1478,neutral
1479,non-neutral
1480,neutral
1481,neutral
1482,neutral
1483,joy
1484,non-neutral
1485,neutral
1486,neutral
1487,joy
1488,neutral
1489,surprise
1490,surprise
1491,joy
1492,non-neutral
1493,surprise
1494,joy
1495,neutral
1496,surprise
1497,joy
1498,surprise
1499,surprise
1500,joy
1501,surprise
1502,non-neutral
1503,neutral
1504,neutral
1505,neutral
1506,surprise
1507,surprise
1508,neutral
1509,surprise
1510,non-neutral
1511,surprise
1512,joy
1513,neutral
1514,neutral
1515,neutral
1516,neutral
1517,anger
1518,surprise
1519,non-neutral
1520,surprise
1521,non-neutral
1522,non-neutral
1523,neutral
1524,neutral
1525,neutral
1526,anger
1527,neutral
1528,non-neutral
1529,neutral
1530,neutral
1531,neutral
1532,neutral
1533,neutral
1534,joy
1535,neutral
1536,neutral
1537,joy
1538,joy
1539,non-neutral
1540,neutral
1541,neutral
1542,joy
1543,neutral
1544,surprise
1545,surprise
1546,neutral
1547,surprise
1548,non-neutral
1549,surprise
1550,surprise
1551,anger
1552,non-neutral
1553,neutral
1554,surprise
1555,surprise
1556,surprise
1557,surprise
1558,non-neutral
1559,surprise
1560,joy
1561,non-neutral
1562,neutral
1563,neutral
1564,neutral
1565,neutral
1566,neutral
1567,neutral
1568,neutral
1569,neutral
1570,neutral
1571,non-neutral
1572,neutral
1573,neutral
1574,joy
1575,surprise
1576,neutral
1577,neutral
1578,neutral
1579,surprise
1580,joy
1581,neutral
1582,surprise
1583,surprise
1584,joy
1585,joy
1586,joy
1587,joy
1588,neutral
1589,non-neutral
1590,non-neutral
1591,joy
1592,neutral
1593,non-neutral
1594,non-neutral
1595,surprise
1596,neutral
1597,surprise
1598,neutral
1599,non-neutral
1600,neutral
1601,joy
1602,neutral
1603,neutral
1604,joy
1605,neutral
1606,neutral
1607,neutral
1608,neutral
1609,neutral
1610,neutral
1611,surprise
1612,neutral
1613,non-neutral
1614,non-neutral
1615,non-neutral
1616,surprise
1617,non-neutral
1618,neutral
1619,joy
1620,neutral
1621,neutral
1622,joy
